Laufnr	TaktNr	StückP	HöheP	Schläge	SchlTyp	NKorr	KKorr	Dauer	Länge	End	KlavTon	Frequency     	DeltaFT
1695	46	65520	70	3	4	39	1	120	120	65760	57	1479.977	0.210861
1696	46	65520	45	3	4	44	0	120	120	65760	65	2349.318	0.334721
1698	46	64800	250	3	4	15	-2	120	120	65040	15	130.8127	0.018637
1699	46	64800	215	3	4	22	-2	120	120	65040	27	261.6255	0.037275
1700	46	65040	210	3	4	23	0	120	120	65160	29	293.6647	0.041840
1701	46	65040	200	3	4	25	1	120	120	65160	33	369.9944	0.052715
1702	46	65040	175	3	4	30	0	120	120	65160	41	587.3295	0.083680
1703	46	65160	210	3	4	23	0	120	120	65280	29	293.6647	0.041840
1704	46	65160	200	3	4	25	1	120	120	65280	33	369.9944	0.052715
1705	46	65160	175	3	4	30	0	120	120	65280	41	587.3295	0.083680
1706	46	65280	210	3	4	23	0	120	120	65520	29	293.6647	0.041840
1707	46	65280	200	3	4	25	1	120	120	65520	33	369.9944	0.052715
1708	46	65280	175	3	4	30	0	120	120	65520	41	587.3295	0.083680
1709	46	65520	210	3	4	23	0	120	120	65760	29	293.6647	0.041840
1710	46	65520	200	3	4	25	1	120	120	65760	33	369.9944	0.052715
1711	46	65520	175	3	4	30	0	120	120	65760	41	587.3295	0.083680
1712	46	65760	215	3	4	22	1	120	120	65880	28	277.1826	0.039491
1713	46	65880	210	3	4	23	0	120	120	66000	29	293.6647	0.041840
1714	46	66000	200	3	4	25	1	120	120	66120	33	369.9944	0.052715
1715	46	66120	195	3	4	26	0	120	120	66240	34	391.9954	0.055849
1717	46	65760	250	3	4	15	1	120	120	65880	16	138.5913	0.019745
1718	46	65880	245	3	4	16	0	120	120	66000	17	146.8323	0.020920
1719	46	66000	235	3	4	18	1	120	120	66120	21	184.9972	0.026357
1720	46	66120	230	3	4	19	0	120	120	66240	22	195.9977	0.027924
1722	47	66480	80	3	4	37	0	120	120	66600	53	1174.659	0.167360
1723	47	66480	65	3	4	40	0	120	120	66600	58	1567.981	0.223399
1724	47	66480	45	3	4	44	0	120	120	66600	65	2349.318	0.334721
1725	47	66600	80	3	4	37	0	120	120	66720	53	1174.659	0.167360
1726	47	66600	65	3	4	40	0	120	120	66720	58	1567.981	0.223399
1727	47	66600	45	3	4	44	0	120	120	66720	65	2349.318	0.334721
1728	47	66720	80	3	4	37	0	120	120	66960	53	1174.659	0.167360
1729	47	66720	65	3	4	40	0	120	120	66960	58	1567.981	0.223399
1730	47	66720	45	3	4	44	0	120	120	66960	65	2349.318	0.334721
1731	47	66960	80	3	4	37	0	120	120	67080	53	1174.659	0.167360
1732	47	66960	75	3	4	38	0	120	120	67080	55	1318.510	0.187855
1733	47	66960	65	3	4	40	1	120	120	67080	59	1661.218	0.236683
1734	47	66960	45	3	4	44	0	120	120	67080	65	2349.318	0.334721
1735	47	66960	40	3	4	45	0	120	120	67080	67	2637.020	0.375711
1736	47	67080	80	3	4	37	0	120	120	67200	53	1174.659	0.167360
1737	47	67080	75	3	4	38	0	120	120	67200	55	1318.510	0.187855
1738	47	67080	65	3	4	40	1	120	120	67200	59	1661.218	0.236683
1739	47	67080	45	3	4	44	0	120	120	67200	65	2349.318	0.334721
1740	47	67080	40	3	4	45	0	120	120	67200	67	2637.020	0.375711
1741	47	67200	80	3	4	37	0	240	240	67440	53	1174.659	0.167360
1742	47	67200	75	3	4	38	0	240	240	67440	55	1318.510	0.187855
1743	47	67200	65	3	4	40	1	240	240	67440	59	1661.218	0.236683
1744	47	67200	45	3	4	44	0	240	240	67440	65	2349.318	0.334721
1745	47	67200	40	3	4	45	0	240	240	67440	67	2637.020	0.375711
1746	47	67440	80	3	4	37	0	240	240	67680	53	1174.659	0.167360
1747	47	67440	75	3	4	38	0	240	240	67680	55	1318.510	0.187855
1748	47	67440	65	3	4	40	1	240	240	67680	59	1661.218	0.236683
1749	47	67440	45	3	4	44	0	240	240	67680	65	2349.318	0.334721
1750	47	67440	40	3	4	45	0	240	240	67680	67	2637.020	0.375711
1751	47	66240	255	3	4	14	0	240	240	66480	14	123.4708	0.017591
1752	47	66240	220	3	4	21	0	240	240	66480	26	246.9416	0.035183
1753	47	66480	210	3	4	23	0	120	120	66600	29	293.6647	0.041840
1754	47	66480	195	3	4	26	0	120	120	66600	34	391.9954	0.055849
1755	47	66480	175	3	4	30	0	120	120	66600	41	587.3295	0.083680
1756	47	66600	210	3	4	23	0	120	120	66720	29	293.6647	0.041840
1757	47	66600	195	3	4	26	0	120	120	66720	34	391.9954	0.055849
1758	47	66600	175	3	4	30	0	120	120	66720	41	587.3295	0.083680
1759	47	66720	210	3	4	23	0	120	120	66960	29	293.6647	0.041840
1760	47	66720	195	3	4	26	0	120	120	66960	34	391.9954	0.055849
1761	47	66720	175	3	4	30	0	120	120	66960	41	587.3295	0.083680
1762	47	66960	255	3	4	14	-1	120	120	67080	13	116.5409	0.016604
1763	47	66960	220	3	4	21	-1	120	120	67080	25	233.0818	0.033208
1764	47	67080	255	3	4	14	-1	120	120	67200	13	116.5409	0.016604
1765	47	67080	220	3	4	21	-1	120	120	67200	25	233.0818	0.033208
1766	47	67200	255	3	4	14	-1	240	240	67440	13	116.5409	0.016604
1767	47	67200	220	3	4	21	-1	240	240	67440	25	233.0818	0.033208
1768	47	67440	255	3	4	14	-1	240	240	67680	13	116.5409	0.016604
1769	47	67440	220	3	4	21	-1	240	240	67680	25	233.0818	0.033208
1772	48	67680	60	3	4	41	0	120	120	67920	60	1760	0.250757
1773	48	67680	50	3	4	43	1	120	120	67920	64	2217.461	0.315934
1774	48	67680	25	3	4	48	0	120	120	67920	72	3520	0.501515
1775	48	67920	125	3	4	28	-2	240	240	68160	38	493.8833	0.070366
1776	48	68160	130	3	4	27	0	240	240	68400	36	440	0.062689
1777	48	68400	135	3	4	26	0	240	240	68640	34	391.9954	0.055849
1778	48	68640	140	3	4	25	1	240	240	68880	33	369.9944	0.052715
1779	48	68880	145	3	4	24	0	240	240	69120	31	329.6275	0.046963
1780	48	67680	260	3	4	13	0	240	240	67920	12	110	0.015672
1781	48	67680	225	3	4	20	0	240	240	67920	24	220	0.031344
1782	48	67920	255	3	4	14	-2	240	240	68160	14	123.4708	0.017591
1783	48	67920	220	3	4	21	-2	240	240	68160	26	246.9416	0.035183
1784	48	68160	260	3	4	13	0	240	240	68400	12	110	0.015672
1785	48	68160	225	3	4	20	0	240	240	68400	24	220	0.031344
1786	48	68400	265	3	4	12	0	240	240	68640	10	97.99885	0.013962
1787	48	68400	230	3	4	19	0	240	240	68640	22	195.9977	0.027924
1788	48	68640	270	3	4	11	1	240	240	68880	9	92.49860	0.013178
1789	48	68640	235	3	4	18	1	240	240	68880	21	184.9972	0.026357
1790	48	68880	275	3	4	10	0	240	240	69120	7	82.40688	0.011740
1791	48	68880	240	3	4	17	0	240	240	69120	19	164.8137	0.023481
1794	48	69077	115	3	4	30	0	43	43	69120	41	587.3295	0.083680
1795	49	69120	80	3	4	37	0	960	960	70080	53	1174.659	0.167360
1796	49	70080	95	3	4	34	0	480	480	70560	48	879.9999	0.125378
1797	49	69120	280	3	4	9	0	240	240	69360	5	73.41619	0.010460
1798	49	69120	245	3	4	16	0	240	240	69360	17	146.8323	0.020920
1799	49	69360	200	3	4	25	1	120	120	69480	33	369.9944	0.052715
1800	49	69360	190	3	4	27	0	120	120	69480	36	440	0.062689
1801	49	69360	175	3	4	30	0	120	120	69480	41	587.3295	0.083680
1802	49	69480	200	3	4	25	1	120	120	69600	33	369.9944	0.052715
1803	49	69480	190	3	4	27	0	120	120	69600	36	440	0.062689
1804	49	69480	175	3	4	30	0	120	120	69600	41	587.3295	0.083680
1805	49	69600	200	3	4	25	1	120	120	69840	33	369.9944	0.052715
1806	49	69600	190	3	4	27	0	120	120	69840	36	440	0.062689
1807	49	69600	175	3	4	30	0	120	120	69840	41	587.3295	0.083680
1808	49	69840	200	3	4	25	1	120	120	70080	33	369.9944	0.052715
1809	49	69840	190	3	4	27	0	120	120	70080	36	440	0.062689
1810	49	69840	175	3	4	30	0	120	120	70080	41	587.3295	0.083680
1811	49	70080	195	3	4	26	0	120	120	70320	34	391.9954	0.055849
1812	49	70080	190	3	4	27	0	120	120	70320	36	440	0.062689
1813	49	70080	180	3	4	29	1	120	120	70320	40	554.3652	0.078983
1814	49	70320	195	3	4	26	0	120	120	70560	34	391.9954	0.055849
1815	49	70320	190	3	4	27	0	120	120	70560	36	440	0.062689
1816	49	70320	180	3	4	29	1	120	120	70560	40	554.3652	0.078983
1817	50	70560	115	3	4	30	0	240	240	70800	41	587.3295	0.083680
1819	50	70920	130	3	4	27	0	120	120	71040	36	440	0.062689
1820	50	71040	115	3	4	30	0	960	960	72000	41	587.3295	0.083680
1821	50	70560	280	3	4	9	0	240	240	70800	5	73.41619	0.010460
1822	50	70560	245	3	4	16	0	240	240	70800	17	146.8323	0.020920
1823	50	70800	210	3	4	23	0	120	120	70920	29	293.6647	0.041840
1824	50	70800	200	3	4	25	1	120	120	70920	33	369.9944	0.052715
1825	50	70920	210	3	4	23	0	120	120	71040	29	293.6647	0.041840
1826	50	70920	200	3	4	25	1	120	120	71040	33	369.9944	0.052715
1827	50	71040	210	3	4	23	0	120	120	71280	29	293.6647	0.041840
1828	50	71040	200	3	4	25	1	120	120	71280	33	369.9944	0.052715
1829	50	71280	200	3	4	25	1	120	120	71520	33	369.9944	0.052715
1830	50	71280	190	3	4	27	0	120	120	71520	36	440	0.062689
1831	50	71520	205	3	4	24	0	120	120	71760	31	329.6275	0.046963
1832	50	71520	195	3	4	26	0	120	120	71760	34	391.9954	0.055849
1833	50	71520	190	3	4	27	0	120	120	71760	36	440	0.062689
1834	50	71760	210	3	4	23	0	120	120	72000	29	293.6647	0.041840
1835	50	71760	200	3	4	25	1	120	120	72000	33	369.9944	0.052715
1836	50	71760	190	3	4	27	0	120	120	72000	36	440	0.062689
1837	51	72000	95	3	4	34	0	960	960	72960	48	879.9999	0.125378
1838	51	72960	110	3	4	31	0	480	480	73440	43	659.2551	0.093927
1839	51	72000	260	3	4	13	0	120	120	72240	12	110	0.015672
1840	51	72000	225	3	4	20	0	120	120	72240	24	220	0.031344
1841	51	72240	215	3	4	22	1	120	120	72360	28	277.1826	0.039491
1842	51	72240	205	3	4	24	0	120	120	72360	31	329.6275	0.046963
1843	51	72240	190	3	4	27	0	120	120	72360	36	440	0.062689
1844	51	72360	215	3	4	22	1	120	120	72480	28	277.1826	0.039491
1845	51	72360	205	3	4	24	0	120	120	72480	31	329.6275	0.046963
1846	51	72360	190	3	4	27	0	120	120	72480	36	440	0.062689
1847	51	72480	215	3	4	22	1	120	120	72720	28	277.1826	0.039491
1848	51	72480	205	3	4	24	0	120	120	72720	31	329.6275	0.046963
1849	51	72480	190	3	4	27	0	120	120	72720	36	440	0.062689
1850	51	72720	215	3	4	22	1	120	120	72960	28	277.1826	0.039491
1851	51	72720	205	3	4	24	0	120	120	72960	31	329.6275	0.046963
1852	51	72720	190	3	4	27	0	120	120	72960	36	440	0.062689
1853	51	72960	220	3	4	21	0	120	120	73200	26	246.9416	0.035183
1854	51	72960	210	3	4	23	0	120	120	73200	29	293.6647	0.041840
1855	51	72960	190	3	4	27	0	120	120	73200	36	440	0.062689
1856	51	73200	220	3	4	21	0	120	120	73440	26	246.9416	0.035183
1857	51	73200	210	3	4	23	0	120	120	73440	29	293.6647	0.041840
1858	51	73200	190	3	4	27	0	120	120	73440	36	440	0.062689
1859	52	73440	130	3	4	27	0	240	240	73680	36	440	0.062689
1861	52	73800	145	3	4	24	0	120	120	73920	31	329.6275	0.046963
1862	52	73920	130	3	4	27	0	960	960	74880	36	440	0.062689
1863	52	73440	260	3	4	13	0	240	240	73680	12	110	0.015672
1864	52	73440	225	3	4	20	0	240	240	73680	24	220	0.031344
1865	52	73680	225	3	4	20	0	120	120	73800	24	220	0.031344
1866	52	73680	215	3	4	22	1	120	120	73800	28	277.1826	0.039491
1867	52	73800	225	3	4	20	0	120	120	73920	24	220	0.031344
1868	52	73800	215	3	4	22	1	120	120	73920	28	277.1826	0.039491
1869	52	73920	225	3	4	20	0	120	120	74160	24	220	0.031344
1870	52	73920	215	3	4	22	1	120	120	74160	28	277.1826	0.039491
1871	52	74160	215	3	4	22	1	120	120	74400	28	277.1826	0.039491
1872	52	74160	205	3	4	24	0	120	120	74400	31	329.6275	0.046963
1873	52	74400	220	3	4	21	0	120	120	74640	26	246.9416	0.035183
1874	52	74400	210	3	4	23	0	120	120	74640	29	293.6647	0.041840
1875	52	74400	205	3	4	24	0	120	120	74640	31	329.6275	0.046963
1876	52	74640	225	3	4	20	0	120	120	74880	24	220	0.031344
1877	52	74640	215	3	4	22	1	120	120	74880	28	277.1826	0.039491
1878	52	74640	205	3	4	24	0	120	120	74880	31	329.6275	0.046963
1879	53	74880	125	3	4	28	0	120	120	75120	38	493.8833	0.070366
1880	53	75120	115	3	4	30	0	80	80	75200	41	587.3295	0.083680
1881	53	75120	100	3	4	33	0	80	80	75200	46	783.9908	0.111699
1882	53	75120	90	3	4	35	0	80	80	75200	50	987.7666	0.140732
1883	53	75200	125	3	4	28	0	80	80	75280	38	493.8833	0.070366
1884	53	75280	115	3	4	30	0	80	80	75360	41	587.3295	0.083680
1885	53	75280	100	3	4	33	0	80	80	75360	46	783.9908	0.111699
1886	53	75280	90	3	4	35	0	80	80	75360	50	987.7666	0.140732
1887	53	75360	125	3	4	28	0	120	120	75600	38	493.8833	0.070366
1888	53	75360	115	3	4	30	0	120	120	75600	41	587.3295	0.083680
1889	53	75360	100	3	4	33	0	120	120	75600	46	783.9908	0.111699
1890	53	75360	90	3	4	35	0	120	120	75600	50	987.7666	0.140732
1891	53	75600	120	3	4	29	1	240	240	75840	40	554.3652	0.078983
1892	53	75600	105	3	4	32	1	240	240	75840	45	739.9888	0.105430
1893	53	75600	95	3	4	34	1	240	240	75840	49	932.3275	0.132834
1894	53	75600	85	3	4	36	1	240	240	75840	52	1108.730	0.157967
1895	53	75840	115	3	4	30	0	240	240	76080	41	587.3295	0.083680
1896	53	75840	105	3	4	32	1	240	240	76080	45	739.9888	0.105430
1897	53	75840	90	3	4	35	0	240	240	76080	50	987.7666	0.140732
1898	53	75840	80	3	4	37	0	240	240	76080	53	1174.659	0.167360
1899	53	76080	110	3	4	31	0	240	240	76320	43	659.2551	0.093927
1900	53	76080	95	3	4	34	-2	240	240	76320	48	879.9999	0.125378
1901	53	76080	85	3	4	36	1	240	240	76320	52	1108.730	0.157967
1902	53	76080	75	3	4	38	0	240	240	76320	55	1318.510	0.187855
1903	53	74880	265	3	4	12	0	240	240	75120	10	97.99885	0.013962
1904	53	74880	230	3	4	19	0	240	240	75120	22	195.9977	0.027924
1905	53	75120	230	3	4	19	0	120	120	75240	22	195.9977	0.027924
1906	53	75120	195	3	4	26	0	120	120	75240	34	391.9954	0.055849
1907	53	75240	230	3	4	19	0	120	120	75360	22	195.9977	0.027924
1908	53	75240	195	3	4	26	0	120	120	75360	34	391.9954	0.055849
1909	53	75360	230	3	4	19	0	120	120	75600	22	195.9977	0.027924
1910	53	75360	195	3	4	26	0	120	120	75600	34	391.9954	0.055849
1911	53	75600	235	3	4	18	1	240	240	75840	21	184.9972	0.026357
1912	53	75600	200	3	4	25	1	240	240	75840	33	369.9944	0.052715
1913	53	75840	255	3	4	14	0	240	240	76080	14	123.4708	0.017591
1914	53	75840	220	3	4	21	0	240	240	76080	26	246.9416	0.035183
1915	53	76080	260	3	4	13	0	240	240	76320	12	110	0.015672
1916	53	76080	225	3	4	20	0	240	240	76320	24	220	0.031344
1917	54	76320	105	3	4	32	1	240	240	76560	45	739.9888	0.105430
1918	54	76320	95	3	4	34	0	240	240	76560	48	879.9999	0.125378
1919	54	76320	80	3	4	37	0	240	240	76560	53	1174.659	0.167360
1920	54	76320	70	3	4	39	1	240	240	76560	57	1479.977	0.210861
1921	54	76560	95	3	4	34	0	80	80	76640	48	879.9999	0.125378
1922	54	76560	80	3	4	37	0	80	80	76640	53	1174.659	0.167360
1923	54	76560	70	3	4	39	1	80	80	76640	57	1479.977	0.210861
1924	54	76640	105	3	4	32	1	80	80	76720	45	739.9888	0.105430
1925	54	76720	95	3	4	34	0	80	80	76800	48	879.9999	0.125378
1926	54	76720	80	3	4	37	0	80	80	76800	53	1174.659	0.167360
1927	54	76720	70	3	4	39	1	80	80	76800	57	1479.977	0.210861
1928	54	76800	105	3	4	32	1	120	120	77040	45	739.9888	0.105430
1929	54	76800	95	3	4	34	0	120	120	77040	48	879.9999	0.125378
1930	54	76800	80	3	4	37	0	120	120	77040	53	1174.659	0.167360
1931	54	76800	70	3	4	39	1	120	120	77040	57	1479.977	0.210861
1932	54	77040	100	3	4	33	1	240	240	77280	47	830.6093	0.118341
1933	54	77040	85	3	4	36	1	240	240	77280	52	1108.730	0.157967
1934	54	77040	70	3	4	39	0	240	240	77280	56	1396.912	0.199026
1935	54	77040	65	3	4	40	1	240	240	77280	59	1661.218	0.236683
1936	54	77280	95	3	4	34	0	240	240	77520	48	879.9999	0.125378
1937	54	77280	85	3	4	36	1	240	240	77520	52	1108.730	0.157967
1938	54	77280	70	3	4	39	1	240	240	77520	57	1479.977	0.210861
1939	54	77280	60	3	4	41	0	240	240	77520	60	1760	0.250757
1940	54	77520	90	3	4	35	0	240	240	77760	50	987.7666	0.140732
1941	54	77520	75	3	4	38	-2	240	240	77760	55	1318.510	0.187855
1942	54	77520	65	3	4	40	1	240	240	77760	59	1661.218	0.236683
1943	54	77520	55	3	4	42	0	240	240	77760	62	1975.533	0.281465
1944	54	76320	280	3	4	9	0	240	240	76560	5	73.41619	0.010460
1945	54	76320	245	3	4	16	0	240	240	76560	17	146.8323	0.020920
1946	54	76560	210	3	4	23	0	120	120	76680	29	293.6647	0.041840
1947	54	76560	175	3	4	30	0	120	120	76680	41	587.3295	0.083680
1948	54	76680	210	3	4	23	0	120	120	76800	29	293.6647	0.041840
1949	54	76680	175	3	4	30	0	120	120	76800	41	587.3295	0.083680
1950	54	76800	210	3	4	23	0	120	120	77040	29	293.6647	0.041840
1951	54	76800	175	3	4	30	0	120	120	77040	41	587.3295	0.083680
1952	54	77040	215	3	4	22	1	240	240	77280	28	277.1826	0.039491
1953	54	77040	180	3	4	29	1	240	240	77280	40	554.3652	0.078983
1954	54	77280	235	3	4	18	1	240	240	77520	21	184.9972	0.026357
1955	54	77280	200	3	4	25	1	240	240	77520	33	369.9944	0.052715
1956	54	77520	240	3	4	17	0	240	240	77760	19	164.8137	0.023481
1957	54	77520	205	3	4	24	0	240	240	77760	31	329.6275	0.046963
1958	55	77760	85	3	4	36	1	120	120	78000	52	1108.730	0.157967
1959	55	77760	75	3	4	38	0	120	120	78000	55	1318.510	0.187855
1960	55	77760	65	3	4	40	-2	120	120	78000	58	1567.981	0.223399
1961	55	77760	50	3	4	43	1	120	120	78000	64	2217.461	0.315934
1962	55	78000	85	3	4	36	1	120	120	78120	52	1108.730	0.157967
1963	55	78000	65	3	4	40	0	120	120	78120	58	1567.981	0.223399
1964	55	78000	50	3	4	43	1	120	120	78120	64	2217.461	0.315934
1965	55	78120	85	3	4	36	1	120	120	78240	52	1108.730	0.157967
1966	55	78120	65	3	4	40	0	120	120	78240	58	1567.981	0.223399
1967	55	78120	50	3	4	43	1	120	120	78240	64	2217.461	0.315934
1968	55	78240	85	3	4	36	1	120	120	78480	52	1108.730	0.157967
1969	55	78240	65	3	4	40	0	120	120	78480	58	1567.981	0.223399
1970	55	78240	50	3	4	43	1	120	120	78480	64	2217.461	0.315934
1971	55	78480	85	3	4	36	1	120	120	78600	52	1108.730	0.157967
1972	55	78480	65	3	4	40	0	120	120	78600	58	1567.981	0.223399
1973	55	78480	55	3	4	42	0	120	120	78600	62	1975.533	0.281465
1974	55	78600	85	3	4	36	1	120	120	78720	52	1108.730	0.157967
1975	55	78600	65	3	4	40	0	120	120	78720	58	1567.981	0.223399
1976	55	78600	60	3	4	41	0	120	120	78720	60	1760	0.250757
1977	55	78720	80	3	4	37	0	120	120	78960	53	1174.659	0.167360
1978	55	78720	70	3	4	39	1	120	120	78960	57	1479.977	0.210861
1979	55	78720	45	3	4	44	0	120	120	78960	65	2349.318	0.334721
1980	55	78960	80	3	4	37	1	120	120	79200	54	1244.507	0.177312
1981	55	78960	60	3	4	41	0	120	120	79200	60	1760	0.250757
1982	55	78960	45	3	4	44	1	120	120	79200	66	2489.015	0.354624
1983	55	77760	260	3	4	13	0	240	240	78000	12	110	0.015672
1984	55	77760	225	3	4	20	0	240	240	78000	24	220	0.031344
1985	55	78000	190	3	4	27	0	120	120	78120	36	440	0.062689
1986	55	78000	170	3	4	31	0	120	120	78120	43	659.2551	0.093927
1987	55	78000	160	3	4	33	0	120	120	78120	46	783.9908	0.111699
1988	55	78000	155	3	4	34	0	120	120	78120	48	879.9999	0.125378
1989	55	78120	190	3	4	27	0	120	120	78240	36	440	0.062689
1990	55	78120	170	3	4	31	0	120	120	78240	43	659.2551	0.093927
1991	55	78120	160	3	4	33	0	120	120	78240	46	783.9908	0.111699
1992	55	78120	155	3	4	34	0	120	120	78240	48	879.9999	0.125378
1993	55	78240	190	3	4	27	0	240	240	78480	36	440	0.062689
1994	55	78240	170	3	4	31	0	240	240	78480	43	659.2551	0.093927
1995	55	78240	160	3	4	33	0	240	240	78480	46	783.9908	0.111699
1996	55	78240	155	3	4	34	0	240	240	78480	48	879.9999	0.125378
1997	55	78480	190	3	4	27	0	120	120	78600	36	440	0.062689
1998	55	78480	170	3	4	31	0	120	120	78600	43	659.2551	0.093927
1999	55	78480	160	3	4	33	0	120	120	78600	46	783.9908	0.111699
2000	55	78480	155	3	4	34	0	120	120	78600	48	879.9999	0.125378
2001	55	78600	190	3	4	27	0	120	120	78720	36	440	0.062689
2002	55	78600	170	3	4	31	0	120	120	78720	43	659.2551	0.093927
2003	55	78600	160	3	4	33	0	120	120	78720	46	783.9908	0.111699
2004	55	78600	155	3	4	34	0	120	120	78720	48	879.9999	0.125378
2005	55	78720	190	3	4	27	0	120	120	78960	36	440	0.062689
2006	55	78720	165	3	4	32	1	120	120	78960	45	739.9888	0.105430
2007	55	78720	155	3	4	34	0	120	120	78960	48	879.9999	0.125378
2008	55	78960	190	3	4	27	0	120	120	79200	36	440	0.062689
2009	55	78960	180	3	4	29	0	120	120	79200	39	523.2511	0.074550
2010	55	78960	165	3	4	32	1	120	120	79200	45	739.9888	0.105430
2011	55	78960	155	3	4	34	0	120	120	79200	48	879.9999	0.125378
2012	56	79200	75	3	4	38	0	240	240	79440	55	1318.510	0.187855
2013	56	79200	60	3	4	41	0	240	240	79440	60	1760	0.250757
2014	56	79200	40	3	4	45	0	240	240	79440	67	2637.020	0.375711
2015	56	79440	95	3	4	34	0	60	60	79560	48	879.9999	0.125378
2016	56	79440	60	3	4	41	0	60	60	79560	60	1760	0.250757
2017	56	79560	95	3	4	34	0	60	60	79680	48	879.9999	0.125378
2018	56	79560	60	3	4	41	0	60	60	79680	60	1760	0.250757
2019	56	79680	95	3	4	34	0	120	120	79920	48	879.9999	0.125378
2020	56	79680	60	3	4	41	0	120	120	79920	60	1760	0.250757
2021	56	79920	100	3	4	33	1	120	120	80040	47	830.6093	0.118341
2022	56	79920	65	3	4	40	1	120	120	80040	59	1661.218	0.236683
2023	56	80040	95	3	4	34	0	60	60	80160	48	879.9999	0.125378
2024	56	80040	60	3	4	41	0	60	60	80160	60	1760	0.250757
2025	56	80160	95	3	4	34	1	60	60	80280	49	932.3275	0.132834
2026	56	80160	60	3	4	41	1	60	60	80280	61	1864.655	0.265668
2027	56	80280	90	3	4	35	0	60	60	80400	50	987.7666	0.140732
2028	56	80280	55	3	4	42	0	60	60	80400	62	1975.533	0.281465
2029	56	80400	85	3	4	36	0	60	60	80520	51	1046.502	0.149101
2030	56	80400	50	3	4	43	0	60	60	80520	63	2093.004	0.298202
2031	56	80520	85	3	4	36	1	60	60	80640	52	1108.730	0.157967
2032	56	80520	50	3	4	43	1	60	60	80640	64	2217.461	0.315934
2033	56	79200	190	3	4	27	0	240	240	79440	36	440	0.062689
2034	56	79200	180	3	4	29	1	240	240	79440	40	554.3652	0.078983
2035	56	79200	160	3	4	33	0	240	240	79440	46	783.9908	0.111699
2036	56	79200	155	3	4	34	0	240	240	79440	48	879.9999	0.125378
2037	56	79440	260	3	4	13	0	120	120	79560	12	110	0.015672
2038	56	79440	225	3	4	20	0	120	120	79560	24	220	0.031344
2039	56	79560	260	3	4	13	0	120	120	79680	12	110	0.015672
2040	56	79560	225	3	4	20	0	120	120	79680	24	220	0.031344
2041	56	79680	260	3	4	13	0	120	120	79920	12	110	0.015672
2042	56	79680	225	3	4	20	0	120	120	79920	24	220	0.031344
2043	56	79920	255	3	4	14	-1	120	120	80040	13	116.5409	0.016604
2044	56	79920	220	3	4	21	-1	120	120	80040	25	233.0818	0.033208
2045	56	80040	260	3	4	13	0	120	120	80160	12	110	0.015672
2046	56	80040	225	3	4	20	0	120	120	80160	24	220	0.031344
2047	56	80160	265	3	4	12	1	120	120	80280	11	103.8261	0.014792
2048	56	80160	230	3	4	19	1	120	120	80280	23	207.6523	0.029585
2049	56	80280	265	3	4	12	-2	120	120	80400	10	97.99885	0.013962
2050	56	80280	230	3	4	19	-2	120	120	80400	22	195.9977	0.027924
2051	56	80400	270	3	4	11	1	120	120	80520	9	92.49860	0.013178
2052	56	80400	235	3	4	18	1	120	120	80520	21	184.9972	0.026357
2053	56	80520	275	3	4	10	0	120	120	80640	7	82.40688	0.011740
2054	56	80520	240	3	4	17	0	120	120	80640	19	164.8137	0.023481
2055	57	80640	80	3	4	37	0	960	960	81600	53	1174.659	0.167360
2056	57	80640	45	3	4	44	0	960	960	81600	65	2349.318	0.334721
2057	57	81600	95	3	4	34	0	240	240	82080	48	879.9999	0.125378
2058	57	81600	60	3	4	41	0	240	240	82080	60	1760	0.250757
2059	57	80640	280	3	4	9	0	120	120	80880	5	73.41619	0.010460
2060	57	80640	245	3	4	16	0	120	120	80880	17	146.8323	0.020920
2061	57	80880	200	3	4	25	1	120	120	81000	33	369.9944	0.052715
2062	57	80880	190	3	4	27	0	120	120	81000	36	440	0.062689
2063	57	80880	175	3	4	30	0	120	120	81000	41	587.3295	0.083680
2064	57	81000	200	3	4	25	1	120	120	81120	33	369.9944	0.052715
2065	57	81000	190	3	4	27	0	120	120	81120	36	440	0.062689
2066	57	81000	175	3	4	30	0	120	120	81120	41	587.3295	0.083680
2067	57	81120	200	3	4	25	1	120	120	81360	33	369.9944	0.052715
2068	57	81120	190	3	4	27	0	120	120	81360	36	440	0.062689
2069	57	81120	175	3	4	30	0	120	120	81360	41	587.3295	0.083680
2070	57	81360	200	3	4	25	1	120	120	81600	33	369.9944	0.052715
2071	57	81360	190	3	4	27	0	120	120	81600	36	440	0.062689
2072	57	81360	175	3	4	30	0	120	120	81600	41	587.3295	0.083680
2073	57	81600	195	3	4	26	0	240	240	81840	34	391.9954	0.055849
2074	57	81600	190	3	4	27	0	240	240	81840	36	440	0.062689
2075	57	81600	180	3	4	29	1	240	240	81840	40	554.3652	0.078983
2076	57	81840	195	3	4	26	0	120	120	82080	34	391.9954	0.055849
2077	57	81840	190	3	4	27	0	120	120	82080	36	440	0.062689
2078	57	81840	180	3	4	29	1	120	120	82080	40	554.3652	0.078983
2079	58	82080	80	3	4	37	0	240	240	82320	53	1174.659	0.167360
2080	58	82080	45	3	4	44	0	240	240	82320	65	2349.318	0.334721
2082	58	82440	95	3	4	34	0	120	120	82560	48	879.9999	0.125378
2083	58	82440	60	3	4	41	0	120	120	82560	60	1760	0.250757
2084	58	82560	80	3	4	37	0	960	960	83520	53	1174.659	0.167360
2085	58	82560	45	3	4	44	0	960	960	83520	65	2349.318	0.334721
