Laufnr	TaktNr	StückP	HöheP	Schläge	SchlTyp	NKorr	KKorr	Dauer	Länge	End	KlavTon	Frequency     	DeltaFT
1622	43	61440	215	3	4	22	1	120	120	61560	28	277.1826	0.039491
1623	43	61560	210	3	4	23	0	120	120	61680	29	293.6647	0.041840
1624	43	61680	205	3	4	24	0	120	120	61800	31	329.6275	0.046963
1625	43	61800	200	3	4	25	-2	120	120	61920	32	349.2282	0.049756
1626	43	60480	245	3	4	16	0	960	960	61440	17	146.8323	0.020920
1627	43	61440	250	3	4	15	1	120	120	61560	16	138.5913	0.019745
1628	43	61560	245	3	4	16	0	120	120	61680	17	146.8323	0.020920
1629	43	61680	240	3	4	17	0	120	120	61800	19	164.8137	0.023481
1630	43	61800	235	3	4	18	-2	120	120	61920	20	174.6141	0.024878
1632	44	62160	80	3	4	37	0	120	120	62280	53	1174.659	0.167360
1633	44	62160	65	3	4	40	1	120	120	62280	59	1661.218	0.236683
1634	44	62160	45	3	4	44	0	120	120	62280	65	2349.318	0.334721
1635	44	62280	80	3	4	37	0	120	120	62400	53	1174.659	0.167360
1636	44	62280	65	3	4	40	1	120	120	62400	59	1661.218	0.236683
1637	44	62280	45	3	4	44	0	120	120	62400	65	2349.318	0.334721
1638	44	62400	80	3	4	37	0	240	240	62640	53	1174.659	0.167360
1639	44	62400	65	3	4	40	1	240	240	62640	59	1661.218	0.236683
1640	44	62400	45	3	4	44	0	240	240	62640	65	2349.318	0.334721
1641	44	62640	80	3	4	37	0	240	240	62880	53	1174.659	0.167360
1642	44	62640	65	3	4	40	1	240	240	62880	59	1661.218	0.236683
1643	44	62640	45	3	4	44	0	240	240	62880	65	2349.318	0.334721
1644	44	62880	80	3	4	37	0	240	240	63120	53	1174.659	0.167360
1645	44	62880	65	3	4	40	1	240	240	63120	59	1661.218	0.236683
1646	44	62880	45	3	4	44	0	240	240	63120	65	2349.318	0.334721
1647	44	63120	80	3	4	37	0	240	240	63360	53	1174.659	0.167360
1648	44	63120	65	3	4	40	1	240	240	63360	59	1661.218	0.236683
1649	44	63120	45	3	4	44	0	240	240	63360	65	2349.318	0.334721
1650	44	61920	255	3	4	14	-2	240	240	62160	14	123.4708	0.017591
1651	44	61920	220	3	4	21	-2	240	240	62160	26	246.9416	0.035183
1652	44	62160	210	3	4	23	0	120	120	62280	29	293.6647	0.041840
1653	44	62160	195	3	4	26	1	120	120	62280	35	415.3046	0.059170
1654	44	62160	175	3	4	30	0	120	120	62280	41	587.3295	0.083680
1655	44	62280	210	3	4	23	0	120	120	62400	29	293.6647	0.041840
1656	44	62280	195	3	4	26	1	120	120	62400	35	415.3046	0.059170
1657	44	62280	175	3	4	30	0	120	120	62400	41	587.3295	0.083680
1658	44	62400	210	3	4	23	0	120	120	62640	29	293.6647	0.041840
1659	44	62400	195	3	4	26	1	120	120	62640	35	415.3046	0.059170
1660	44	62400	175	3	4	30	0	120	120	62640	41	587.3295	0.083680
1661	44	62640	210	3	4	23	0	120	120	62880	29	293.6647	0.041840
1662	44	62640	195	3	4	26	1	120	120	62880	35	415.3046	0.059170
1663	44	62640	175	3	4	30	0	120	120	62880	41	587.3295	0.083680
1664	44	62880	210	3	4	23	0	120	120	63120	29	293.6647	0.041840
1665	44	62880	195	3	4	26	1	120	120	63120	35	415.3046	0.059170
1666	44	62880	175	3	4	30	0	120	120	63120	41	587.3295	0.083680
